TCP_name_heading,original_ids
"Christopher Pooly, 1575 or 6-1653","Pooly, Christopher, 1575 or 6-1653."
"less countenanced One who hopes and waits, to see corrupt men, and unjust things, and more suppressed","One who hopes and waits, to see corrupt men, and unjust things, less countenanced, and more suppressed."
"Thomas Willis, 1619 or 20-1692","Willis, Thomas, 1619 or 20-1692."
"Jeremy Shakerley, active 1651","Shakerley, Jeremy, fl. 1651."
"John Robinson, prebendary of Westminster","Robinson, John, prebendary of Westminster."
"John Strickland, 1600 or 1601-1670","Strickland, John, 1600 or 1601-1670.; Strickland, John, 1600 or 1601-1670."
"Roulston Roulston, Gilbert","Roulston, Gilbert."
"Wildgoos Wildgoos, Anthony","Wildgoos, Anthony."
"Humphrey Chambers, 1598 or 9-1662","Chambers, Humphrey, 1598 or 9-1662.; Chambers, Humphrey, 1598 or 9-1662.; Chambers, Humphrey, 1598 or 9-1662. Answer of Humphrey Chambers ... to the charge of Walter Bushnell."
"Anthony Sadler, born 1610","Sadler, Anthony, b. 1610.; Sadler, Anthony, b. 1610."
"Skipp Skipp, Edmund","Skipp, Edmund."
Officer of the Parliaments army,Officer of the Parliaments army.
"John Page, LL","Page, John, LL.D."
"George Wither, 1588-1667, attributed name","Wither, George, 1588-1667, attributed name."
"Sir Spencer, Edward, 1595-1656","Spencer, Edward, Sir, 1595-1656.; Spencer, Edward, Sir, 1595-1656."
"Mathias Prideaux, 1622-1646?","Prideaux, Mathias, 1622-1646?"
"Salteren Salteren, George","Salteren, George.; Salteren, George."
"Willan Willan, Edward","Willan, Edward."
"Spittlehouse Spittlehouse, John","Spittlehouse, John.; Spittlehouse, John."
"William Towers, 1617?-1666","Towers, William, 1617?-1666.; Towers, William, 1617?-1666.; Towers, William, 1617?-1666. Polytheismus vapulans.; Towers, William, 1617?-1666."
"William Stafford, 1593-1684","Stafford, William, 1593-1684."
"Alexander Richardson, of Queen's College, Cambridge","Richardson, Alexander, of Queen's College, Cambridge.; Richardson, Alexander, of Queen's College, Cambridge."
"Samuel Thomson, active 1657-1666","Thomson, Samuel, fl. 1657-1666."
"Salmon Salmon, Joseph","Salmon, Joseph."
"Saint-Jure, Jean-Baptiste Saint-Jure, Jean-Baptiste, 1588","Saint-Jure, Jean-Baptiste, 1588-1657."
"Samuel Wall, clerk","Wall, Samuel, clerk."
"Giles Randall, translator","Randall, Giles, translator."
"Michael Wigmore, 1588 or 9-1664?","Wigmore, Michael, 1588 or 9-1664?; Wigmore, Michael, 1588 or 9-1664?"
"Puckle Puckle, Thomas","Puckle, Thomas."
"Westup Westup, William","Westup, William."
"John White, warder of the Tower","White, John, warder of the Tower."
"Simon Sheppard, author in Early English Books Online","Sheppard, Simon,"
"Peter Sterry, 1613-1672","Sterry, Peter, 1613-1672.; Sterry, Peter, 1613-1672.; Sterry, Peter, 1613-1672.; Sterry, Peter, 1613-1672."
"Henry Wilkinson, 1610-1675","Wilkinson, Henry, 1610-1675."
"Starbuck Starbuck, William","Starbuck, William."
"Thomas Atwood Rotherham, died 1657","Rotherham, Thomas Atwood, d. 1657."
"died 1662 Corbet, Miles, attributed name","Corbet, Miles, d. 1662, attributed name."
"Turmiger Turmiger, Bevill","Turmiger, Bevill."
"Robert Sanderson, 1587-1663","Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663.; Sanderson, Robert, 1587-1663."
"Titus Oates, 1649-1705","Oates, Titus, 1649-1705.; Oates, Titus, 1649-1705.; Oates, Titus, 1649-1705.; Oates, Titus, 1649-1705.; Oates, Titus, 1649-1705."
Truhearted Englishman,Truhearted Englishman.
"Vaughan Vaughan, Rice","Vaughan, Rice."
"Thomas Vane, active 1652","Vane, Thomas, fl. 1652."
"Francis Woodcock, 1614?-1651","Woodcock, Francis, 1614?-1651."
"Peedle Peedle, Thomas","Peedle, Thomas."
"Cozbie Cozbie, Thomas","Cozbie, Thomas."
"John Winter, 1621?-1698?","Winter, John, 1621?-1698?; Winter, John, 1621?-1698?"
"John Ufflet, born 1603","Ufflet, John, b. 1603."
Rr,Rr.
Friend to them,"Friend to them. the King, Parliament and kingdom."
"Robert Plot, 1640-1696","Plot, Robert, 1640-1696."
"Ben Agar, 17th cent","Agar, Ben, 17th cent.; Agar, Ben, 17th cent."
"William Burton, 1609-1657","Burton, William, 1609-1657.; Burton, William, 1609-1657."
"Clement I Clement I, Pope","Clement I, Pope."
"Thomas Calvert, 1606-1679","Calvert, Thomas, 1606-1679.; Calvert, Thomas, 1606-1679."
"Isaac de La Peyrère, 1594-1676","La Peyrère, Isaac de, 1594-1676."
"Votier, J. (James) Votier, J. (James), born 1622","Votier, J. (James), b. 1622."
"Thomas Blake, 1597?-1657","Blake, Thomas, 1597?-1657."
"Bridges Bushell, died 1657","Bushell, Bridges, d. 1657."
"Clay Clay, Thomas","Clay, Thomas."
"Nicholas Chewney, 1609 or 10-1685","Chewney, Nicholas, 1609 or 10-1685.; Chewney, Nicholas, 1609 or 10-1685."
"Beech Beech, William","Beech, William.; Beech, William."
"Amyraut, Moïse Amyraut, Moïse, 1596","Amyraut, Moïse, 1596-1664."
"Bartholomew Parsons, 1574-1642","Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642.; Parsons, Bartholomew, 1574-1642."
"Ball Ball, William","Ball, William.; Ball, William."
"King of England Charles II, 1630-1685","Charles II, King of England, 1630-1685.; Charles II, King of England, 1630-1685.; Charles II, King of England, 1630-1685. aut; Charles II, King of England, 1630-1685.; Charles II, King of England, 1630-1685."
"La Mothe Le Vayer, François de La Mothe Le Vayer, François de, 1583","La Mothe Le Vayer, François de, 1583-1672.; La Mothe Le Vayer, François de, 1583-1672.; La Mothe Le Vayer, François de, 1583-1672."
"Luis Méndez de Haro, 1598-1661","Méndez de Haro, Luis, 1598-1661."
"Eusebius Andrews, died 1650","Andrews, Eusebius, d. 1650."
"John Bradshaw, 1602-1659, attributed name","Bradshaw, John, 1602-1659, attributed name."
"Lysimachus Nicanor, 1603-1641","Nicanor, Lysimachus, 1603-1641.; Nicanor, Lysimachus, 1603-1641."
"Thomas Ashe, active 1600-1618","Ashe, Thomas, fl. 1600-1618."
Brazil,Brazil. Ministério do Interior. Secretaria de Planejamento.
"Sir Sempill, James, 1566-1625, attributed name","Sempill, James, Sir, 1566-1625, attributed name."
"John Bond, 1612-1676","Bond, John, 1612-1676.; Bond, John, 1612-1676.; Bond, John, 1612-1676."
"sieur de La Milletière, Théophile Brachet, circa 1596-1665","La Milletière, Théophile Brachet, sieur de, ca. 1596-1665. Victory of truth for the peace of the Church.; La Milletière, Théophile Brachet, sieur de, ca. 1596-1665."
"John Bramhall, 1594-1663","Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663. Fair warning to take heed of the Scotish discipline.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663.; Bramhall, John, 1594-1663."
"Jacob Richards, 1660?-1701","Richards, Jacob, 1660?-1701."
"Blaxland Blaxland, Stephen","Blaxland, Stephen."
"William Younger, born 1572 or 3","Younger, William, b. 1572 or 3.; Younger, William, b. 1572 or 3."
"Nathanael Kitchener, died 1620","Kitchener, Nathanael, d. 1620."
"Thomas Stephens, active 1648-1677","Stephens, Thomas, fl. 1648-1677.; Stephens, Thomas, fl. 1648-1677."
"James Bedford, B","Bedford, James, B.D."
"Fage Fage, Robert","Fage, Robert."
"R. D. (Roger Drake) R. D. (Roger Drake), 1608","R. D. (Roger Drake), 1608-1669."
"Belon Belon, P","Belon, P. (Peter); Belon, P. (Peter)"
"Duchess of Albemarle, Elizabeth Monck, 1654-1734","Albemarle, Elizabeth Monck, Duchess of, 1654-1734."
"Samuel Bernard, 1590 or 91-1657","Bernard, Samuel, 1590 or 91-1657."
"William Hodson, active 1625-1640","Hodson, William, fl. 1625-1640.; Hodson, William, fl. 1625-1640."
"John Brinsley, 1600-1665","Brinsley, John, 1600-1665.; Brinsley, John, 1600-1665.; Brinsley, John, 1600-1665."
"Giordano Bruno, 1548-1600","Bruno, Giordano, 1548-1600. Spaccio de la bestia trionfante."
"Robert Turner, active 1654-1665","Turner, Robert, fl. 1654-1665.; Turner, Robert, fl. 1654-1665.; Turner, Robert, fl. 1654-1665.; Turner, Robert, fl. 1654-1665.; Turner, Robert, fl. 1654-1665."
"Thomas Mall, born 1629 or 30","Mall, Thomas, b. 1629 or 30.; Mall, Thomas, b. 1629 or 30. Offer of farther help to suffering saints.; Mall, Thomas, b. 1629 or 30."
"Close Close, George","Close, George."
"George Nicholson, circa 1637-1697","Nicholson, George, ca. 1637-1697. Sermon preached at the funeral of Mrs. Mary  Wilson."
"Brayne Brayne, John","Brayne, John.; Brayne, John."
"John Taylor, 1580-1653, attributed author","Taylor, John, 1580-1653, attributed author."
"Richard Brathwaite, 1588?-1673, attributed author","Brathwaite, Richard, 1588?-1673, attributed author."
J. B. (John Brandon),J. B. (John Brandon)
"de Canfield Benoît, 1562-1610","Benoît, de Canfield, 1562-1610.; Benoît, de Canfield, 1562-1610."
"William Bradshaw, 1571-1618","Bradshaw, William, 1571-1618.; Bradshaw, William, 1571-1618."
"Sir Gage, Henry, circa 1597-1645","Gage, Henry, Sir, ca. 1597-1645."
"Nicholas Perrault, circa 1611-1661","Perrault, Nicholas, ca. 1611-1661."
"Calfine Calfine, Giles","Calfine, Giles.; Calfine, Giles.; Calfine, Giles."
"Samoth Yarb, active 1641","Yarb, Samoth, fl. 1641."
"John Goddard, active 1645-1671,","Goddard, John, fl. 1645-1671,"
"Ralph Austen, died 1676","Austen, Ralph, d. 1676."
"John Lambe, 1648 or 9-1708","Lambe, John, 1648 or 9-1708.; Lambe, John, 1648 or 9-1708."
"Sir Bourchier, John, died 1660","Bourchier, John, Sir, d. 1660."
"William Aspinwall, active 1648-1662","Aspinwall, William, fl. 1648-1662."
"Miguel de Cervantes Saavedra, 1547-1616, attributed name","Cervantes Saavedra, Miguel de, 1547-1616, attributed name."
"Johannes Kepler, 1571-1630","Kepler, Johannes, 1571-1630."
"J. V. C. (John Vincent Canes) J. V. C. (John Vincent Canes), died 1672","J. V. C. (John Vincent Canes), d. 1672."
"Sir Blake, Richard, died 1663","Blake, Richard, Sir, d. 1663."
"Zachary Bogan, 1625-1659","Bogan, Zachary, 1625-1659.; Bogan, Zachary, 1625-1659.; Bogan, Zachary, 1625-1659."
Faithfull and loyall subject to the present King,Faithfull and loyall subject to the present King.
"John Bisco, died 1679","Bisco, John, d. 1679."
"Johann Jacob Grynaeus, 1540-1617","Grynaeus, Johann Jacob, 1540-1617."
"Fetherston Fetherston, Christopher","Fetherston, Christopher.; Fetherston, Christopher."
"Cerisiers, René de Cerisiers, René de, 1609","Cerisiers, René de, 1609-1662.; Cerisiers, René de, 1609-1662."
"Anthony Sparrow, 1612-1685","Sparrow, Anthony, 1612-1685.; Sparrow, Anthony, 1612-1685."
Church of England,Church of England.; Church of England.
"Hodges Hodges, John","Hodges, John."
"Richard Carpenter, 1575-1627","Carpenter, Richard, 1575-1627."
"Lysimachus Lysimachus, Irenaeus","Lysimachus, Irenaeus."
"Thomas Cobbet, 1608-1685","Cobbet, Thomas, 1608-1685."
"Isaac Chauncy, 1632-1712","Chauncy, Isaac, 1632-1712."
"Thomas Scott, 1580?-1626","Scott, Thomas, 1580?-1626.; Scott, Thomas, 1580?-1626. Newes from Pernassus.; Scott, Thomas, 1580?-1626.; Scott, Thomas, 1580?-1626.; Scott, Thomas, 1580?-1626.; Scott, Thomas, 1580?-1626."
"Girolamo Brusoni, born 1610","Brusoni, Girolamo, b. 1610."
"Whetcombe Whetcombe, Tristram","Whetcombe, Tristram."
"Villars, abbé de (Nicolas-Pierre-Henri) Villars, abbé de (Nicolas-Pierre-Henri), 1635","Villars, abbé de (Nicolas-Pierre-Henri), 1635-1673."
"Edmund Chillenden, active 1656","Chillenden, Edmund, fl. 1656."
"Lechmere Lechmere, John","Lechmere, John."
"Edmund Lechmere, died 1640?","Lechmere, Edmund, d. 1640? Conference mentioned by Doctour Featly in the end of his Sacrilege.; Lechmere, Edmund, d. 1640?"
"William Parks, curat of Chelaston","Parks, William, curat of Chelaston.; Parks, William, curat of Chelaston."
"Mary Beale, 1632-1697, artist","Beale, Mary, 1632-1697, artist."
"John Tillotson, 1630-1694","Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694."
"Hezekiah Burton, 1631 or 2-1681","Burton, Hezekiah, 1631 or 2-1681. Discourse of seeking first the kingdom of God.; Burton, Hezekiah, 1631 or 2-1681. Second volume of discourses.; Burton, Hezekiah, 1631 or 2-1681.; Burton, Hezekiah, 1631 or 2-1681. Discourse of repentance.; Burton, Hezekiah, 1631 or 2-1681."
"Robert Bayfield, born 1629","Bayfield, Robert, b. 1629."
"William Faithorne, 1616-1691, engraver","Faithorne, William, 1616-1691, engraver.; Faithorne, William, 1616-1691, engraver."
"Sir Tempest, Richard, 1619 or 20-1662","Tempest, Richard, Sir, 1619 or 20-1662.; Tempest, Richard, Sir, 1619 or 20-1662."
"Thomas Longland, 1629 or 30-1697","Longland, Thomas, 1629 or 30-1697."
"Richard Eedes, 1555-1604","Eedes, Richard, 1555-1604."
"Edward Boteler, died 1670","Boteler, Edward, d. 1670."
"Saint Irenaeus, Bishop of Lyon","Irenaeus, Saint, Bishop of Lyon."
"Humphrey Smith, died 1663","Smith, Humphrey, d. 1663."
"William Dewsbury, 1621-1688","Dewsbury, William, 1621-1688."
"William Wake, 1657-1737","Wake, William, 1657-1737.; Wake, William, 1657-1737.; Wake, William, 1657-1737.; Wake, William, 1657-1737.; Wake, William, 1657-1737.; Wake, William, 1657-1737. Defence of the Exposition of the doctrine of the Church of England. aut; Wake, William, 1657-1737. Discourse of the Holy Eucharist. aut; Wake, William, 1657-1737.; Wake, William, 1657-1737. Two discourses of purgatory, and prayers for the dead. aut; Wake, William, 1657-1737. Continuation of the present state of controversy, between the Church of England, and the Church of Rome. aut; Wake, William, 1657-1737. Second defence of the Exposition of the doctrine of the Church of England. aut; Wake, William, 1657-1737. Discourse concerning the nature of idolatry. aut; Wake, William, 1657-1737. Exposition of the doctrine of the Church of England. aut"
"Benjamin Bourne, active 1646","Bourne, Benjamin, fl. 1646."
"Girolamo Savonarola, 1452-1498","Savonarola, Girolamo, 1452-1498.; Savonarola, Girolamo, 1452-1498."
"Samuel Hardy, 1636-1691","Hardy, Samuel, 1636-1691."
"Thomas Barton, 1599 or 1600-1682 or 3","Barton, Thomas, 1599 or 1600-1682 or 3.; Barton, Thomas, 1599 or 1600-1682 or 3.; Barton, Thomas, 1599 or 1600-1682 or 3."
"Sir Wray, Christopher, 1524-1592","Wray, Christopher, Sir, 1524-1592."
"John Manwood, died 1610","Manwood, John, d. 1610.; Manwood, John, d. 1610."
"Edmund Plowden, 1518-1585","Plowden, Edmund, 1518-1585."
"Robert Monson, died 1583","Monson, Robert, d. 1583."
"Bartholomew Ashwood, 1622-1680","Ashwood, Bartholomew, 1622-1680.; Ashwood, Bartholomew, 1622-1680."
"Edward Hinton, 1608 or 9-1678","Hinton, Edward, 1608 or 9-1678."
"John Edward Byfleet, born 1607","Byfleet, John Edward, b. 1607."
"Edward Bagshaw, died 1662","Bagshaw, Edward, d. 1662.; Bagshaw, Edward, d. 1662.; Bagshaw, Edward, d. 1662."
"Brokett Brokett, John","Brokett, John."
"Hugh Broughton, 1549-1612","Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612.; Broughton, Hugh, 1549-1612."
Basilius Anonymus,Basilius Anonymus.
Anti-Papist,Anti-Papist.
"Thomas Bradley, 1597-1670","Bradley, Thomas, 1597-1670.; Bradley, Thomas, 1597-1670."
"Chadwell Chadwell, William","Chadwell, William."
Well-willer to the publique weale,Well-willer to the publique weale.
"Mee Mee, Dr","Mee, Dr."
"Edmund Harvey, 1594-1673","Harvey, Edmund, 1594-1673."
"James Wright, 1643-1713","Wright, James, 1643-1713.; Wright, James, 1643-1713. History and antiquities of the county of Rutland.; Wright, James, 1643-1713."
"Edmund Chilmead, 1610-1654","Chilmead, Edmund, 1610-1654.; Chilmead, Edmund, 1610-1654.; Chilmead, Edmund, 1610-1654.; Chilmead, Edmund, 1610-1654."
Friend to the Protestant Interest,Friend to the Protestant Interest.
"Bridges Bridges, W","Bridges, W., fl. 1644."
"Richard Gaywood, active 1650-1680, engraver","Gaywood, Richard, fl. 1650-1680, engraver."
"Lambert van den Bos, 1610-1698","Bos, Lambert van den, 1610-1698."
"Thomas Phillips, Master of Arts","Phillips, Thomas, Master of Arts."
"Blackwood Blackwood, Christopher","Blackwood, Christopher."
"Philippe Quinault, 1635-1688","Quinault, Philippe, 1635-1688.; Quinault, Philippe, 1635-1688.; Quinault, Philippe, 1635-1688. Agrippa, roi d'Albe.; Quinault, Philippe, 1635-1688. Amant indiscret.; Quinault, Philippe, 1635-1688. Généreuse ingratitude."
"Edmund Barker, born 1620 or 21","Barker, Edmund, b. 1620 or 21."
Theodorus Verax,Theodorus Verax. aut
"Paul Amyraut, born 1600 or 1601","Amyraut, Paul, b. 1600 or 1601."
"Athenagoras Athenagoras, 2nd cent","Athenagoras, 2nd cent. De resurrectione."
"Guillaume Houppelande, died 1492","Houppelande, Guillaume, d. 1492. De immortalitate animae."
"Marcello Palingenio Stellato, circa 1500-circa 1543","Palingenio Stellato, Marcello, ca. 1500-ca. 1543."
"of Chalcedon Xenocrates, circa 396-circa 314 BC De morte","Xenocrates, of Chalcedon, ca. 396-ca. 314 B.C. De morte."
"John Jackson, active 1611","Jackson, John, fl. 1611."
"Sir Charleton, Job, 1614-1697","Charleton, Job, Sir, 1614-1697."
"Michel van Ophovens, 1571-1637","Ophovens, Michel van, 1571-1637."
's-Hertogenbosch (Netherlands),'s-Hertogenbosch (Netherlands)
"Prince of Orange Frederick Henry, 1584-1647","Frederick Henry, Prince of Orange, 1584-1647."
"Earl of Inchiquin, Murrough O'Brien, 1614-1674","Inchiquin, Murrough O'Brien, Earl of, 1614-1674."
"William Bray, 17th cent","Bray, William, 17th cent.; Bray, William, 17th cent."
"David Owen, died 1623","Owen, David, d. 1623."
"Elector Palatine Karl Ludwig, 1617-1680","Karl Ludwig, Elector Palatine, 1617-1680."
O,O. B.
"Birkenhead Birkenhead, Michael","Birkenhead, Michael."
"Thomas Preston, 1563-1640","Preston, Thomas, 1563-1640.; Preston, Thomas, 1563-1640.; Preston, Thomas, 1563-1640."
"Edward Bulstrode, 1588-1659","Bulstrode, Edward, 1588-1659."
"Stradling Stradling, Mrs","Stradling, Mrs."
"Nisbet Nisbet, E","Nisbet, E."
"Richard Bruch, minister of Gods word","Bruch, Richard, minister of Gods word."
"Trundle Trundle, John","Trundle, John."
"Frederick Hendrick van Hove, 1628?-1698, engraver","Hove, Frederick Hendrick van, 1628?-1698, engraver."
"Richard Allestree, 1619-1681","Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681.; Allestree, Richard, 1619-1681."
"George Baron, active 1652","Baron, George, fl. 1652."
"Francisco de Quintana, died 1658","Quintana, Francisco de, d. 1658."
"Johannes Maurus, active 1654","Maurus, Johannes, fl. 1654."
